Resource Pool,Scheduler,Injection Rate (Mbps),Trial 1,Trial 2,Avg. execution time / app.(ns),Avg. cumulative execution time / app. (ns),Avg. Scheduling overhead / app.(ns), cpu1, cpu2, cpu3, fft1, fft2, fft3, fft4, fft5, fft6, fft7, fft8, mmult1, mmult2, zip1, zip2
C1+F1+M0+Z0,ETF,500,47192665.66197183,49719888.94366197,944789166.9647887,48456277.3028169,955467.338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,100,44725601.56338028,46302560.81690141,713448569.5492957,45514081.19014084,973059.0211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,10,38128921.02816901,37567064.225352116,340206222.7253521,37847992.626760565,970276.795774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,1800,47013279.112676054,45835604.802816905,1012103630.9295775,46424441.957746476,1026984.7957746478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,1300,47089452.14084507,48441878.74647887,1076273429.640845,47765665.44366197,1115506.1056338027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,800,46318164.30985916,43987819.50704225,955307465.0985916,45152991.90845071,988286.2676056337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,300,47912151.76056338,45234425.67605634,900225053.9647887,46573288.718309864,981337.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,50,44443274.873239435,38047444.23943662,394493929.9084507,41245359.55633803,967760.338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,1700,51471527.49295775,45567277.30985916,1104114010.6901407,48519402.40140845,1021460.6056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,1200,51999106.211267605,48084678.83098592,1137964647.7183099,50041892.52112676,1029261.8591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,700,42682492.197183095,48408703.59154929,982960247.2605634,45545597.89436619,988215.0985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,200,44761111.30985916,49585711.126760565,813183806.1056337,47173411.218309864,964824.3450704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,70,46053808.33802817,43481962.07042254,586097115.6971831,44767885.204225354,1013304.8450704226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,30,40682376.15492958,40114076.73239437,354159219.415493,40398226.44366197,951199.4929577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,80,43048323.23943662,44418386.92957746,598213903.6338029,43733355.08450704,981222.809859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,20,42637903.71830986,38264748.802816905,347893617.73239434,40451326.26056338,937679.147887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,1900,43902800.85915493,48245579.69014084,1079064611.246479,46074190.27464789,1028635.1197183098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F1+M0+Z0,ETF,1600,49729048.85915493,48003602.98591549,969084320.274648,48866325.92253521,983911.1971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,2000,60760969.30985916,60746979.05633803,1280178878.6126761,60753974.18309859,821565.1971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1500,59605530.3943662,60618371.83098592,1282400948.0,60111951.112676054,850117.1549295775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1000,61623744.76056338,60422343.83098592,1338418535.774648,61023044.29577465,894721.7464788733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,500,59247188.94366197,60695206.887323946,1168722762.0422535,59971197.91549296,816783.9788732394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,100,56941553.52112676,55174704.42253521,728753075.4436619,56058128.97183099,805791.528169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,10,49129207.71830986,47669973.28169014,364893310.0140845,48399590.5,797189.5704225353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1800,59680491.38028169,59577878.957746476,1230332636.9859157,59629185.16901408,888367.147887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1300,60447758.05633803,60045489.90140845,1207264166.4929578,60246623.97887324,794274.1549295774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,800,59220758.05633803,59624657.704225354,1139779851.6267605,59422707.88028169,823468.190140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,300,58908604.26760563,60468664.549295776,1082330865.859155,59688634.40845071,814288.5070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,50,55584804.85915493,56735196.042253524,499941849.6267606,56160000.45070423,792797.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1700,61033724.633802816,60423620.3943662,1291213867.2042255,60728672.5140845,836584.471830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1200,58507484.366197184,62321785.57746479,1275459606.3873239,60414634.97183099,790393.8943661972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,700,61378298.26760563,59308947.83098592,1203081024.5281692,60343623.049295776,822202.3450704226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,200,57846214.887323946,58335377.61971831,919717986.5281689,58090796.25352113,806409.4084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,70,52102684.84507042,54496471.366197184,528069379.08450705,53299578.1056338,896776.295774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,30,49051487.56338028,51233505.28169014,381687796.0915493,50142496.42253521,838178.690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,80,59352537.704225354,50282855.535211265,568805309.1056339,54817696.61971831,824511.1971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,20,48763543.14084507,46755232.873239435,364712087.37323946,47759388.00704225,783853.7112676057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1900,60069500.66197183,60147063.57746479,1259367131.4366198,60108282.11971831,851078.4295774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,SIMPLE,1600,59231664.52112676,59787850.16901408,1198305292.5070424,59509757.34507042,817295.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,2000,41285003.52112676,42241551.94366197,1132957444.5,41763277.73239437,982978.2394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1500,41999301.66197183,40285688.295774646,924369170.8802817,41142494.97887324,1088381.1690140846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1000,40609720.07042254,43430660.85915493,1006043721.6971831,42020190.464788735,966499.8309859154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,500,37902817.14084507,39856096.774647884,920599069.6126761,38879456.957746476,1017613.5492957747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,100,38741833.94366197,43062873.69014084,590665884.2464788,40902353.81690141,915069.2394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,10,34828674.957746476,34834301.0,356140096.30985916,34831487.97887324,973004.190140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1800,42182124.69014084,42405079.67605634,990534764.6971831,42293602.18309859,969501.485915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1300,40822785.6056338,40230000.52112676,960951693.0774648,40526393.063380286,1045872.542253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,800,40929874.71830986,42425766.97183099,979423137.8661971,41677820.84507042,993674.5211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,300,45870574.09859155,40437813.84507042,870288974.8309859,43154193.97183099,941813.795774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,50,39575424.26760563,36603858.197183095,412499896.47887325,38089641.23239437,1025648.9366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1700,42892199.08450704,41841669.28169014,1033843198.2394366,42366934.18309859,963463.4507042253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1200,41746126.05633803,38493152.28169014,963376519.2042253,40119639.16901408,960731.8591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,700,37022794.42253521,43644520.28169014,915444536.7112676,40333657.35211268,1006357.2394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,200,38192192.05633803,39568891.197183095,701313666.9225352,38880541.62676056,1010786.838028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,70,41040165.91549296,35305334.56338028,458153547.02816904,38172750.23943662,1035873.6126760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,30,33813662.16901408,38250185.112676054,366431646.20422536,36031923.64084507,1057924.767605634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,80,37207964.35211267,36838662.71830986,497787498.3380282,37023313.535211265,1004298.338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,20,35137695.18309859,33941092.76056338,353967747.3380282,34539393.97183099,984011.352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1900,38595400.81690141,42400052.01408451,970145509.4084507,40497726.41549296,962151.218309859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,MET,1600,42204715.225352116,41057029.211267605,1002299533.7816901,41630872.218309864,1005276.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,2000,44975073.633802816,48595670.50704225,970654676.1056337,46785372.07042253,952681.0563380282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1500,46982540.704225354,48600153.59154929,944709562.7676055,47791347.14788732,965085.4366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1000,47541032.71830986,54014960.43661972,1006509785.1830986,50777996.57746479,917619.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,500,47653236.52112676,49354986.91549296,880133158.7887324,48504111.718309864,915203.2535211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,100,47763775.08450704,44941848.52112676,594399057.4507042,46352811.8028169,951815.4507042253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,10,35675651.85915493,37703723.81690141,356466755.4436619,36689687.83802817,875814.1971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1800,45192847.549295776,53477626.47887324,1016110455.8380282,49335237.0140845,915995.957746479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1300,48623215.76056338,50009334.788732395,931060275.2957747,49316275.27464789,935055.7394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,800,51295776.67605634,47824773.92957746,1034795915.4788733,49560275.3028169,925987.1408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,300,46509994.09859155,46038694.94366197,830920874.8943663,46274344.52112676,952227.9507042253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,50,49095753.197183095,46440872.05633803,427484774.19718313,47768312.62676056,929340.0774647887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1700,53204666.802816905,46122616.05633803,1030953804.9647887,49663641.42957747,908508.2535211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1200,53269679.57746479,47947514.91549296,920627192.8661971,50608597.24647887,899402.2253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,700,46580256.32394366,49842402.59154929,995770609.3028169,48211329.457746476,932637.8873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,200,44532668.83098592,49567401.535211265,737077038.9788733,47050035.18309859,945794.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,70,42992794.91549296,46029343.18309859,481363342.8732394,44511069.049295776,905546.0422535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,30,35950363.366197184,37239072.38028169,365712873.7253521,36594717.873239435,928139.9225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,80,48554531.35211267,46878945.33802817,512396451.2887324,47716738.34507042,922313.8591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,20,41802826.6056338,38490407.73239437,359224576.53521127,40146617.16901408,897991.6690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1900,45834166.97183099,48955539.633802816,954181237.3098592,47394853.3028169,978046.1267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,EFT,1600,51052461.83098592,47351702.49295775,958779163.7676055,49202082.16197184,926299.7042253522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,2000,54437145.08450704,52012413.295774646,1090861881.4084506,53224779.19014084,1024366.4084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1500,46952162.464788735,52489257.49295775,1123205599.0422535,49720709.97887324,1039122.6830985915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1000,48404986.67605634,53671273.05633803,1005089368.9647887,51038129.866197184,1052442.1549295774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,500,54287948.59154929,46940272.14084507,949848607.5211267,50614110.366197184,984127.147887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,100,45530448.802816905,53915983.3943662,657086700.8309859,49723216.09859155,991244.38028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,10,46704494.43661972,37901650.05633803,357615764.1619718,42303072.24647887,972779.042253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1800,47854465.81690141,52672423.15492958,1093862512.640845,50263444.4859155,1105035.6549295774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1300,50195792.71830986,55974271.704225354,1122713968.746479,53085032.211267605,967831.4154929577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,800,49970115.15492958,50606640.873239435,992873859.1408451,50288378.0140845,1001438.690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,300,48226819.535211265,45433266.47887324,889517424.0211267,46830043.00704225,1017760.2887323943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,50,47538141.802816905,53780459.43661972,492511533.0,50659300.61971831,1050471.8028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1700,50988427.92957746,51050575.52112676,1032497650.1830986,51019501.72535211,1007132.7323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1200,53422867.69014084,47092703.35211267,1080749017.4436622,50257785.52112676,1005908.0211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,700,49527750.30985916,49945755.38028169,1004504365.6619718,49736752.84507042,983350.38028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,200,46160094.873239435,43995505.84507042,771377305.7816901,45077800.359154925,1011355.7746478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,70,40508796.15492958,54521843.25352113,533319106.7816901,47515319.704225354,1003540.676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,30,43491806.35211267,37158979.704225354,370653049.2816901,40325393.02816901,974491.0633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,80,46251296.0,49867457.09859155,570653178.1408451,48059376.549295776,982948.4929577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,20,40778259.47887324,43917290.14084507,359504470.8169014,42347774.80985916,997843.0422535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1900,49502092.549295776,48835808.85915493,989248039.4788733,49168950.704225354,1054154.4295774647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F1+M0+Z0,ETF,1600,53062589.887323946,48024118.50704225,1061502732.2887323,50543354.1971831,1044876.3873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,2000,57326003.112676054,58852495.94366197,1212807832.359155,58089249.52816901,816176.5985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1500,58906332.50704225,57614488.704225354,1178109745.2605634,58260410.6056338,794602.6126760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1000,58425206.40845071,60343542.25352113,1246712639.330986,59384374.33098592,786658.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,500,57432762.74647887,57425432.84507042,1143094519.3943663,57429097.795774646,830984.5352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,100,48828693.74647887,52980077.26760563,647854491.225352,50904385.50704225,816615.0492957747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,10,45923024.59154929,46778527.07042254,364149323.14788735,46350775.83098592,785881.5774647887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1800,58216955.774647884,58021833.35211267,1157281441.7112675,58119394.56338028,804216.4577464788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1300,57450664.30985916,56845487.01408451,1120450343.169014,57148075.66197184,807433.471830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,800,57249069.92957746,56978984.56338028,1093317730.9859157,57114027.24647887,815270.6971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,300,55178011.957746476,57697122.07042254,955414018.5915493,56437567.0140845,789222.2746478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,50,48041094.25352113,48041714.774647884,426752112.7746479,48041404.5140845,773018.7323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1700,57932698.225352116,58310208.26760563,1230071280.7253523,58121453.24647887,788045.7253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1200,59203250.59154929,59124137.05633803,1333430471.7394366,59163693.82394366,867239.295774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,700,56108038.887323946,57065949.32394366,1056125417.1056337,56586994.1056338,805044.8450704226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,200,54969451.366197184,57226579.3943662,966959462.3028169,56098015.38028169,851626.647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,70,50751464.197183095,49305936.05633803,539631595.8098592,50028700.12676056,802959.9929577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,30,47302368.83098592,46736023.92957746,381374702.0,47019196.38028169,781593.309859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,80,48696853.94366197,51184830.40845071,569918410.2887323,49940842.17605634,855193.7394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,20,45295628.97183099,45717471.81690141,369922440.47183096,45506550.3943662,825217.6267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1900,58443254.887323946,58970777.873239435,1285646500.1197183,58707016.38028169,828337.0845070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,SIMPLE,1600,59622267.66197183,57648840.295774646,1194870330.6126761,58635553.97887324,800617.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,2000,56640858.47887324,56394760.704225354,1826443245.225352,56517809.59154929,1000250.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1500,55511638.67605634,61746713.92957746,1787392927.0352113,58629176.3028169,996276.0915492958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1000,58238435.33802817,62091312.91549296,1871158510.9577465,60164874.126760565,951002.4014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,500,59359731.57746479,58108631.788732395,1862469182.0915494,58734181.68309859,976828.161971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,100,60881334.56338028,59829113.05633803,1203728992.9577465,60355223.80985916,945472.2253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,10,40512941.83098592,40294641.59154929,368877018.612676,40403791.711267605,947122.971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1800,57199949.15492958,64574692.42253521,1938802713.1126761,60887320.788732395,983043.866197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1300,59607644.33802817,61208489.464788735,1875182320.6830986,60408066.90140845,980091.971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,800,57920056.802816905,44749358.112676054,1535696451.6267605,51334707.457746476,985774.9788732394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,300,58209369.90140845,60971242.30985916,1688809404.4929578,59590306.1056338,1009264.2464788732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,50,56963259.0,53278694.47887324,740450032.7887323,55120976.73943662,1006632.0633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1700,56671512.85915493,59115906.02816901,1828184805.1549296,57893709.44366197,976320.3873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1200,58918321.126760565,59607847.73239437,1885902765.2042255,59263084.42957747,974208.7535211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,700,57488815.74647887,56100514.464788735,1828878245.084507,56794665.1056338,983716.4225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,200,61508474.47887324,55037460.873239435,1583366412.366197,58272967.67605634,973762.542253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,70,63386758.49295775,56584157.01408451,1048923264.6478872,59985457.75352113,938236.7042253522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,30,46017031.6056338,47788251.43661972,425900445.5422535,46902641.52112676,942283.971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,80,60437152.957746476,54622332.40845071,1067995327.4507042,57529742.68309859,972459.3450704226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,20,42227013.16901408,42189548.450704224,384840953.8380282,42208280.80985916,998656.647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1900,59491663.788732395,56099848.08450704,1776438992.049296,57795755.936619714,1007963.4929577464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,MET,1600,55005162.18309859,60910714.73239437,1884439453.169014,57957938.457746476,950451.3169014085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,2000,54287934.61971831,55200053.35211267,1609709872.2323942,54743993.9859155,935103.4225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,1500,56386091.295774646,57046931.535211265,1743254631.9929578,56716511.41549295,917583.514084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,1000,58246953.774647884,55323488.61971831,1803559455.8239436,56785221.1971831,962622.676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,500,56684880.02816901,54669941.74647887,1661040270.359155,55677410.887323946,937286.8591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,100,55571387.788732395,52622979.366197184,1131610271.0985916,54097183.57746479,919926.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,10,40136465.14084507,44054734.14084507,368995429.7253521,42095599.64084507,902065.8309859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,1800,56423912.69014084,56051687.94366197,1714108459.6126761,56237800.31690141,906006.2253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,1300,57846142.56338028,54601864.47887324,1736297931.830986,56224003.52112676,898247.5352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3+F1+M0+Z0,EFT,800,59010875.92957746,55923492.76056338,1856782234.0422535,57467184.34507042,890443.0845070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
